ID,香烟品类,香烟地域,香烟品牌,名称,品牌:,类型:,焦油:,焦油高低:,烟碱:,一氧化碳:,长度:,过滤嘴长:,周长:,包装形式:,主颜色:,副颜色:,条装盒数:,每盒数量:,小盒价格:,条装价格:,小盒条码:,条装条码:
4120,传统烟,大陆,万宝路(国产),万宝路(硬红2.0)??万宝路,万宝路(国产),混合型,10mg,,0.8mg,11mg,84mm,27mm,,纸质硬盒,红色,白色,,20,￥19元,￥190元,6901028143721,,,,,,,,,,,,,,
4121,传统烟,大陆,玉溪,玉溪(细支初心)心形滤嘴版,玉溪,烤烟型,8mg,,0.8mg,7mg,100mm,30mg,,纸质硬盒,红色,蓝色,10,20,￥26元,￥260元,6901028053464,6901028053471,,,,,,,,,,,,,
4122,传统烟,大陆,中南海,中南海(清净香中支烤烟),中南海,烤烟型,10mg,,0.9mg,9mg,94mm,30mg,22mm,纸质硬盒,黑色,玫瑰金,,20,￥28元,￥280元,6901028010580,,,,,,,,,,,,,,
4123,传统烟,国外,Ducados(杜卡多斯),杜卡多斯(卢比奥)??杜卡多斯,Ducados(杜卡多斯),烤烟型,,,,,,,,纸质硬盒,红色,白色,,20,,,8416000500853,,,,,,,,,,,,,,
4124,传统烟,国外,KENT,建牌(薄荷中空4)??健牌(薄荷中空4)??健牌 箭牌 肯特,KENT,混合型,4mg,,0.5mg,5mg,83mm,27mm,,纸质硬盒,绿色,黑色,10,20,￥27元,￥270元,8888075019125,,,,,,,,,,,,,,
4125,传统烟,大陆,黄鹤楼,黄鹤楼(硬知音),黄鹤楼,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,,纸质硬盒,白色,红色,10,20,￥50元,￥500元,6901028188494,6901028188500,,,,,,,,,,,,,
4126,传统烟,大陆,娇子,娇子(宽窄醇香中支),娇子,烤烟型,10mg,,1.1mg,9mg,89mm,30mg,20mg,纸质硬盒,红色,金色,10,18,￥23元,￥230元,6901028145787,6901028145794,,,,,,,,,,,,,
4127,传统烟,大陆,双喜,双喜(百年红)广东版,双喜,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,,纸质硬盒,红色,白色,,20,￥30元,￥300元,6901028005067,,,,,,,,,,,,,,
4128,传统烟,大陆,玉溪,玉溪(鑫中支),玉溪,烤烟型,9mg,,0.8mg,9mg,88mm,30mg,,纸质硬盒,红色,金色,10,20,￥26元,￥260元,6901028322850,6901028322867,,,,,,,,,,,,,
4129,传统烟,大陆,钻石,钻石(君子中支),钻石,烤烟型,10mg,,1.0mg,10mg,83mm,27mm,22mm,纸质硬盒,黑色,金色,10,20,￥20元,￥200元,6901028107341,6901028107358,,,,,,,,,,,,,
4130,传统烟,国外,BOHEM(宝亨),宝亨(宝珠),BOHEM(宝亨),混合型,6mg,,0.5mg,6mg,84mm,28mm,,纸质硬盒,蓝色,天蓝色,10,20,￥23元,￥230元,8801116003907,8801116003914,,,,,,,,,,,,,
4131,传统烟,大陆,红塔山,红塔山(硬经典100出口版),红塔山,烤烟型,11mg,,1.0mg,11mg,92mm,27mm,,纸质硬盒,灰色,红色,,20,,,6901028047326,,,,,,,,,,,,,,
4132,传统烟,大陆,真龙,真龙(龙天下)透明滤嘴版,真龙,烤烟型,10mg,,1.2mg,12mg,84mm,30mg,,纸质硬盒,金黄色,,,20,￥32元,,6901028011716,,,,,,,,,,,,,,
4133,传统烟,国外,Marlboro,Marlboro(ice blast micro)中免,Marlboro,外香型,7mg,,0.5mg,5mg,97mm,27mm,,纸质硬盒,黑色,蓝色,,20,,￥193元,7622100857013,,,,,,,,,,,,,,
4134,传统烟,国外,Marlboro,Marlboro(double burst)澳门有税版,Marlboro,,7mg,,0.5mg,,83mm,27mm,,纸质硬盒,黑色,,,20,￥42元,,4897010555752,,,,,,,,,,,,,,
4135,传统烟,大陆,金桥,金桥(双爆),金桥,混合型,8mg,,0.6mg,10mg,84mm,27mm,,纸质硬盒,黑色,,,20,￥26元,￥260元,6901028211857,,,,,,,,,,,,,,
4136,传统烟,大陆,七匹狼,七匹狼(1575冰抹茶)??土楼1575冰抹茶,七匹狼,烤烟型,7mg,,0.6mg,5mg,97mm,30mg,,纸质硬盒,白色,绿色,10,20,￥30元,￥300元,6901028211703,,,,,,,,,,,,,,
4137,传统烟,大陆,金圣,金圣(炫彩),金圣,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,,纸质软包,明黄,香槟金,,20,￥30元,,6901028224666,,,,,,,,,,,,,,
4138,传统烟,大陆,七匹狼,七匹狼(观海中支),七匹狼,烤烟型,9mg,,0.8mg,8mg,89mm,30mg,,纸质硬盒,蓝色,,,20,￥30元,￥300元,6901028209137,,,,,,,,,,,,,,
4139,传统烟,大陆,七匹狼,七匹狼(硬锋芒),七匹狼,烤烟型,10mg,,1.0mg,11mg,84mm,27mm,,纸质硬盒,黑色,红色,10,20,￥24元,￥240元,6901028143943,6901028143950,,,,,,,,,,,,,
4140,传统烟,大陆,龙烟,龙烟(哈尔滨雪乡),龙烟,烤烟型,10mg,,1.0mg,10mg,97mm,30mg,,纸质硬盒,蓝色,白色,,20,,,6901028104623,,,,,,,,,,,,,,
4141,传统烟,大陆,七匹狼,七匹狼(古田金细支),七匹狼,烤烟型,8mg,,0.7mg,6mg,97mm,30mg,,纸质硬盒,金色,红色,10,20,￥30元,￥300元,6901028211765,6901028211772,,,,,,,,,,,,,
4142,传统烟,大陆,云烟,云烟(黑金刚印象)出口版,云烟,烤烟型,10mg,,1.0mg,12mg,88mm,30mg,20mg,纸质硬盒,黑色,金色,,20,,,6901028331289,,,,,,,,,,,,,,
4143,传统烟,大陆,云烟,云烟(中支印象)出口版,云烟,烤烟型,10mg,,1.0mg,10mg,88mm,30mg,20mg,纸质硬盒,金色,,,20,,,6901028310826,,,,,,,,,,,,,,
4144,传统烟,大陆,白沙,白沙(硬新精品二代),白沙,烤烟型,10mg,,1.0mg,13mg,84mm,25mg,,纸质硬盒,蓝色,,10,20,￥11元,￥110元,6901028063364,,,,,,,,,,,,,,
4145,传统烟,国外,Davidoff,大卫杜夫(1926烤烟限量版),Davidoff,烤烟型,,,,,,,,纸质硬盒,灰色,,,20,,￥800元,4030600105320,,,,,,,,,,,,,,
4146,传统烟,大陆,长城,长城(迷你咖啡)新版,长城,,,中,,,,,27mm,金属盒,,,,10,,,,,雪茄,手工雪茄,75mm,8.6mm,,,,,,,,6901028146029,
4147,传统烟,大陆,泰山,泰山(黑豹细支),泰山,雪茄烟,8mg,,0.8mg,7mg,84mm,25mg,,纸质硬盒,黑色,,10,20,￥20元,￥200元,6901028155076,6901028155083,,,,,,,,,,,,,
4148,传统烟,国外,Elixyr(爱利克斯尔),卢森堡伊利西亚蓝爆ELIXYR25支,Elixyr(爱利克斯尔),混合型,,,,,,,,纸质硬盒,,,,25,￥40元,,,,,,,,,,,,,,,,
4149,传统烟,国外,Ducal(公爵),卢森堡蓝公爵DUCAL25支,Ducal(公爵),混合型,,,,,,,,纸质硬盒,,,,25,￥45元,,,,,,,,,,,,,,,,
4150,传统烟,国外,PALL MALL(长红),卢森堡薄荷波迈??PALL MALL 长红 波迈,PALL MALL(长红),混合型,,,,,,,,纸质硬盒,,,,,￥35元,,,,,,,,,,,,,,,,
4151,传统烟,国外,Elixyr(爱利克斯尔),卢森堡白金伊利西亚ELIXYR,Elixyr(爱利克斯尔),混合型,,,,,,,,纸质硬盒,,,,,￥35元,,,,,,,,,,,,,,,,
4152,传统烟,大陆,贵烟,贵烟(喜贵),贵烟,烤烟型,10mg,,0.9mg,10mg,84mm,25mg,,纸质硬盒,红色,金色,10,20,￥15元,￥150元,6901028221832,6901028221849,,,,,,,,,,,,,
4153,传统烟,大陆,双喜,双喜(硬紫红玫王),双喜,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,,纸质硬盒,酒红,,,20,￥24元,,6901028004534,,,,,,,,,,,,,,
4154,传统烟,国外,555,555(银尚),555,烤烟型,7mg,,0.7mg,8mg,,,,纸质硬盒,,,,20,￥25元,,8888075014366,,,,,,,,,,,,,,
4155,传统烟,大陆,三沙,三沙(椰王绿),三沙,烤烟型,11mg,,1.0mg,12mg,84mm,24mm,,纸质硬盒,绿色,,,20,￥16元,￥160元,6901028020107,,,,,,,,,,,,,,
4156,传统烟,港澳台,尊爵(长寿),长寿(白尊爵)新版??尊爵 长寿,尊爵(长寿),混合型,7mg,,0.6mg,8mg,83mm,27mm,,纸质硬盒,白色,,,20,￥17元,￥170元,4711588101909,,,,,,,,,,,,,,
4157,传统烟,大陆,王冠,王冠(万象),王冠,雪茄烟,,中,,,84mm,25mg,,纸质硬盒,黑色,金色,10,20,￥20元,￥200元,6901028126731,6901028126748,,,,,,,,,,,,,
4158,传统烟,港澳台,大华,大华(大时代硬包烟),大华,烤烟型,10mg,,1.0mg,10mg,84mm,27mm,,纸质硬盒,红色,,,20,￥18元,￥180元,4719579942388,4719579940599,,,,,,,,,,,,,
4159,传统烟,国外,KENT,建牌(薄荷紫冰1)??健牌 箭牌 肯特,KENT,混合型,1mg,,0.1mg,1mg,100mm,30mg,,纸质硬盒,绿色,白色,10,20,￥28元,￥280元,8888075019156,8888075019163,,,,,,,,,,,,,
4160,传统烟,大陆,玉溪,玉溪(华叶)透明滤嘴爆珠版,玉溪,烤烟型,10mg,,1.0mg,11mg,84mm,30mg,24mm,纸质硬盒,白色,金色,,20,￥50元,,6901028054973,,,,,,,,,,,,,,
4161,传统烟,国外,KENT,建牌(HD4)??健牌 箭牌 肯特,KENT,混合型,4mg,,0.3mg,5mg,83mm,27mm,,纸质硬盒,白色,黑色,10,20,￥23元,￥230元,8888075011068,8888075011075,,,,,,,,,,,,,
4162,传统烟,国外,CAMEL(骆驼),骆驼(蓝),CAMEL(骆驼),混合型,8mg,,0.6mg,9mg,83mm,27mm,,纸质硬盒,蓝色,,,20,￥17元,￥170元,4033100077562,,,,,,,,,,,,,,
4163,传统烟,国外,MEVIUS(梅比乌斯),七星(天蓝8mg)中版MEVIUS SKY BLUE 8mg (China)??梅比乌斯??MILD SEVEN,MEVIUS(梅比乌斯),混合型,8mg,,0.7mg,9mg,83mm,27mm,,纸质硬盒,蓝色,白色,10,20,￥20元,￥200元,4902210308906,,,,,,,,,,,,,,日本
4164,传统烟,国外,MEVIUS(梅比乌斯),七星(天蓝7mg)中版MEVIUS SKY BLUE 7mg (China)??梅比乌斯??MILD SEVEN,MEVIUS(梅比乌斯),混合型,7mg,,0.6mg,7mg,83mm,27mm,,纸质硬盒,蓝色,白色,,20,￥25元,￥250元,4902210482408,,,,,,,,,,,,,,日本
4226,传统烟,大陆,恒大,恒大(硬中支),恒大,烤烟型,8mg,,0.8mg,7mg,,,,纸质硬盒,黄色,橙色,10,20,￥25元,￥250元,6901028212274,6901028212281,,,,,,,,,,,,,
4228,传统烟,大陆,南京,南京(梦都)??梦都升级版,南京,烤烟型,6mg,,0.6mg,6mg,97mm,30mg,,纸质硬盒,蓝绿,红色,10,20,￥20元,￥200元,6901028115155,6901028115148,,,,,,,,,,,,,
4229,传统烟,大陆,苏烟,苏烟(晶彩中支),苏烟,烤烟型,8mg,,0.7mg,8mg,,,,纸质硬盒,金黄,红色,10,20,￥75元,￥750元,6901028111621,6901028111690,,,,,,,,,,,,,
4230,传统烟,大陆,真龙,真龙(江山如画细支),真龙,烤烟型,8mg,,0.8mg,7mg,,,,纸质硬盒,蓝色,白色,,20,,,6901028016377,,,,,,,,,,,,,,
4231,传统烟,大陆,中华,中华(金细支),中华,烤烟型,8mg,,0.7mg,6mg,,,,纸质硬盒,红色,金色,10,20,￥85元,￥850元,6901028212120,6901028212137,,,,,,,,,,,,,
4232,传统烟,大陆,中华,中华(硬5支),中华,烤烟型,11mg,,1.1mg,11mg,84mm,22mm,,纸质硬盒,红色,金色,,5,￥12元,,6901028018685,,,,,,,,,,,,,,
4233,传统烟,大陆,长白山,长白山(人参参品),长白山,烤烟型,8mg,,0.8mg,7mg,88mm,30mg,,纸质硬盒,黄色,,10,20,￥38元,￥380元,6901028096188,6901028096195,,,,,,,,,,,,,
4234,传统烟,大陆,狮牌,狮牌(大S),狮牌,雪茄烟,,,,,84mm,30mg,,纸质硬盒,蓝色,红色,10,20,￥1330,￥130元,6901028085038,6901028085045,,,,,,,,,,,,,
4235,传统烟,大陆,黄金叶,黄金叶(金硬),黄金叶,烤烟型,10mg,,1.0mg,10mg,84mm,25mg,,纸质硬盒,金色,,,20,￥16元,,6901028164627,,,,,,,,,,,,,,
4236,传统烟,大陆,芙蓉王,芙蓉王(硬蓝闪),芙蓉王,烤烟型,8mg,,0.8mg,10mg,84mm,34mm,,纸质硬盒,蓝色,,,20,￥50元,,6901028201476,,,,,,,,,,,,,,
4237,传统烟,大陆,云烟,云烟(呼伦贝尔碧草云天),云烟,烤烟型,10mg,,1.0mg,10mg,84mm,28mm,,纸质硬盒,土黄,,,20,￥20元,,6901028340427,,,,,,,,,,,,,,
4238,传统烟,国外,ESSE(爱喜),爱喜(金)??ESSE 爱喜,ESSE(爱喜),混合型,4mg,,0.4mg,3mg,100mm,30mg,17mm,纸质硬盒,金色,紫色,,20,￥23元,,8801116007899,,,,,,,,,,,,,,
4239,传统烟,港澳台,红双喜(港),红双喜(百年龙凤圆角包)??南洋红双喜,红双喜(港),烤烟型,11mg,,1.2mg,11mg,83mm,25mg,,纸质硬盒,红色,金色,10,20,￥25元,￥250元,4891132550015,4891132550121,,,,,,,,,,,,,
4240,传统烟,大陆,红塔山,红塔山(细支传奇),红塔山,烤烟型,8mg,,0.8mg,7mg,100mm,30mg,,纸质硬盒,金色,,,20,￥15元,￥150元,6901028053822,,,,,,,,,,,,,,
4260,传统烟,港澳台,大华,大华(开元硬)高朋品鉴,大华,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质硬盒,米色,黑色,,12,,,4719579945259,,,,,,,,,,,,,,
4261,传统烟,国外,MEVIUS(梅比乌斯),MEVIUS LIGHTS 8mg (Japan)梅比乌斯(特醇8mg)日版??七星??MILD SEVEN,MEVIUS(梅比乌斯),,8mg,,0.7mg,9mg,84mm,27mm,,纸质硬盒,蓝色,,10,20,￥33元,￥330元,49400939,,,,,,,,,,,,,,日本
4262,传统烟,大陆,七匹狼,七匹狼(古田红军灰),七匹狼,烤烟型,8mg,,0.7mg,7mg,96mm,30mg,,纸质硬盒,蓝色,红色,10,20,￥35元,￥350元,6901028211826,6901028211833,,,,,,,,,,,,,
4263,传统烟,港澳台,大华,大华(开元硬包烟),大华,烤烟型,10mg,,1.0mg,10mg,84mm,27mm,,纸质硬盒,白色,,,20,￥30元,￥300元,4719579940995,,,,,,,,,,,,,,
4264,传统烟,大陆,云烟,云烟(大苁蓉),云烟,烤烟型,9mg,,0.9mg,10mg,84mm,24mm,,纸质软包,白色,红色,,20,￥16元,￥160元,6901028177382,,,,,,,,,,,,,,
4265,传统烟,大陆,双喜,双喜(软红五叶神),双喜,烤烟型,11mg,,1.1mg,12mg,84mm,30mg,,纸质软包,红色,,,20,￥33元,￥330元,6901028005180,,,,,,,,,,,,,,
4266,传统烟,大陆,黄鹤楼,黄鹤楼(硬攀登),黄鹤楼,烤烟型,7mg,,0.7mg,8mg,84mm,,,纸质硬盒,白色,,,20,,,6901028182867,,,,,,,,,,,,,,
4267,传统烟,港澳台,阿里山,阿里山(印象)蜂王浆爆珠??阿里山,阿里山,烤烟型,6mg,,0.6mg,6mg,97mm,36mm,,纸质硬盒,金色,,,20,,,4719579947222,,,,,,,,,,,,,,
4269,传统烟,大陆,人民大会堂,人民大会堂(16细支)??辽宁16 16舰,人民大会堂,烤烟型,6mg,,0.6mg,5mg,97mm,30mg,,纸质硬盒,白色,,,20,￥30元,,6901028092647,,,,,,,,,,,,,,
4270,传统烟,大陆,黄山松,黄山松(醉翁亭),黄山松,雪茄烟,,,,,84mm,25mg,,纸质硬盒,白色,,,20,￥35元,,6901028129015,,,,,,,,,,,,,,
4271,传统烟,大陆,延安,延安(金),延安,烤烟型,10mg,,1mg,11mg,84mm,20mg,,纸质硬盒,金色,,10,20,￥14元,￥140元,6901028937467,6901028937474,,,,,,,,,,,,,
4272,传统烟,大陆,黄鹤楼,黄鹤楼(硬蓝)中支,黄鹤楼,烤烟型,9mg,,0.8mg,9mg,89mm,25mg,20mg,纸质硬盒,金色,蓝色,10,20,￥20元,￥200元,6901028218740,6901028218757,,,,,,,,,,,,,
4273,传统烟,大陆,兰州,兰州(小青支),兰州,烤烟型,8mg,,0.9mg,9mg,88mm,30mg,20mg,纸质硬盒,青色,,,20,￥24元,,6901028067607,,,,,,,,,,,,,,
4274,传统烟,大陆,云烟,云烟(中支乌镇之恋),云烟,烤烟型,10mg,,1.0mg,10mg,88mm,30mg,20mg,纸质硬盒,白色,,10,20,￥35元,￥350元,6901028332217,6901028332224,,,,,,,,,,,,,
4275,传统烟,国外,Davidoff,大卫杜夫(国际装金装),Davidoff,烤烟型,7mg,,0.7mg,7mg,94mm,30mg,27mm,纸质硬盒,白色,,,20,￥43元,,4030600066232,,,,,,,,,,,,,,
4276,传统烟,大陆,贵烟,贵烟(贵中支),贵烟,烤烟型,8mg,,0.8mg,7mg,90mm,30mg,,纸质硬盒,黑色,金色,10,20,￥40元,￥400元,6901028221801,6901028221818,,,,,,,,,,,,,
4277,传统烟,国外,Peace(和平),和平(软黄)日本完税版??Peace 和平,Peace(和平),烤烟型,21mg,,1.9mg,,84mm,29mm,,纸质软包,黄色,黑色,10,20,￥40元,￥400元,49400373,,,,,,,,,,,,,,
4278,传统烟,大陆,黄金叶,黄金叶(硬乐途)??黄金叶(乐途硬),黄金叶,烤烟型,10mg,,0.9mg,10mg,84mm,,,纸质硬盒,金色,红色,10,20,￥20元,￥200元,6901028172905,6901028172936,,,,,,,,,,,,,
4279,传统烟,大陆,冬虫夏草,冬虫夏草(中支和润)爆珠版,冬虫夏草,烤烟型,7mg,,0.8mg,8mg,90mm,30mg,,纸质硬盒,白色,金色,,20,,,6901028177696,,,,,,,,,,,,,,
4287,传统烟,大陆,哈尔滨,哈尔滨老巴夺(红中支)??龙烟 哈尔滨 ,哈尔滨,烤烟型,9mg,,0.8mg,8mg,,,,纸质硬盒,红色,金色,,20,￥20元,,6901028104173,,,,,,,,,,,,,,
4288,传统烟,大陆,恭贺新禧,恭贺新禧(中支),恭贺新禧,烤烟型,8mg,,0.8mg,,,,,纸质硬盒,红色,金色,,20,,,,,,,,,,,,,,,,,
4313,传统烟,大陆,兰州,兰州(粹经典),兰州,烤烟型,8mg,,0.8mg,8mg,84mm,,,纸质硬盒,灰色,金色,,20,￥30元,￥300元,6901028067256,,,,,,,,,,,,,,
4314,传统烟,大陆,红旗渠,红旗渠(新版银河),红旗渠,烤烟型,10mg,,0.8mg,12mg,84mm,25mg,,纸质硬盒,银色,红色,10,20,￥10元,￥100元,6901028161947,6901028161954,,,,,,,,,,,,,
4322,传统烟,大陆,冬虫夏草,冬虫夏草(金)6.0,冬虫夏草,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质硬盒,金色,,,20,￥100元,,6901028177474,,,,,,,,,,,,,,
4323,传统烟,大陆,苏烟,苏烟(五星红中),苏烟,烤烟型,10mg,,0.8mg,8mg,88mm,,,纸质硬盒,红色,金色,10,20,￥26元,￥260元,6901028111300,6901028111355,,,,,,,,,,,,,
4324,传统烟,大陆,泰山,泰山(哈德门壹号),泰山,烤烟型,10mg,,1.0mg,11mg,75mm,25mg,,纸质硬盒,白色,蓝色,,20,￥23元,￥230元,6901028158411,,,,,,,,,,,,,,
4325,传统烟,大陆,金圣,金圣(金吉),金圣,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,,纸质硬盒,黄色,黑色,,20,￥26元,￥260元,6901028224710,,,,,,,,,,,,,,
4326,传统烟,大陆,云烟,云烟(中支云端),云烟,烤烟型,9mg,,0.8mg,9mg,88mm,30mg,20mg,纸质硬盒,黄色,,,20,￥100元,,6901028332729,,,,,,,,,,,,,,
4332,传统烟,港澳台,红双喜(港),红双喜(花开富贵软10mg)??南洋红双喜,红双喜(港),烤烟型,10mg,,1.0mg,10mg,84mm,20mg,,纸质硬盒,金色,,,20,￥16元,￥160元,4891132470023,,,,,,,,,,,,,,
4333,传统烟,大陆,娇子,娇子(X生肖)贵妃荔枝,娇子,烤烟型,7mg,,0.7mg,6mg,97mm,24mm,,纸质硬盒,黄色,棕色,,20,￥19元,￥190元,6901028202039,,,,,,,,,,,,,,
4338,传统烟,大陆,林海灵芝,林海灵芝(软如意)??黄灵芝,林海灵芝,烤烟型,10mg,,0.8mg,12mg,84mm,,,纸质软包,金黄色,,,20,￥6元,￥600元,6901028104586,,,,,,,,,,,,,,
4339,传统烟,大陆,金圣,金圣(硬中国红),金圣,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,,纸质硬盒,红色,金色,,20,￥50元,,6901028224802,,,,,,,,,,,,,,
4340,传统烟,大陆,龙凤呈祥,龙凤呈祥(佳品),龙凤呈祥,烤烟型,10mg,,0.8mg,12mg,84mm,24mm,,纸质硬盒,红色,金色,,20,￥7元,￥70元,6901028227483,,,,,,,,,,,,,,
4341,传统烟,大陆,龙凤呈祥,龙凤呈祥(硬喜庆新),龙凤呈祥,烤烟型,,,,,84mm,24mm,,纸质硬盒,枣红色,,,20,￥9元,￥90元,6901028227391,,,,,,,,,,,,,,
4342,传统烟,大陆,龙凤呈祥,龙凤呈祥(世纪朝天门),龙凤呈祥,烤烟型,10mg,,1.0mg,12mg,84mm,20mg,,纸质硬盒,枣红色,,,20,￥8元,￥80元,6901028227452,,,,,,,,,,,,,,
4343,传统烟,国外,Seven Stars(七星),银辉??Seven Stars 七星,Seven Stars(七星),混合型,10mg,,0.9mg,11mg,84mm,27mm,,纸质硬盒,白色,,,20,￥32元,,4902210485607,,,,,,,,,,,,,,
4344,传统烟,大陆,黄鹤楼,黄鹤楼(雪之景6号),黄鹤楼,雪茄烟,,中,,,64mm,25mg,,纸质硬盒,酒红,金色,20,10,￥25元,￥500元,6901028190565,6901028190572,,,,,,,,,,,,,
4345,传统烟,国外,MEVIUS(梅比乌斯),七星(1mg)中版MEVIUS ONE (China)??梅比乌斯??MILD SEVEN,MEVIUS(梅比乌斯),混合型,1mg,,0.1mg,1mg,84mm,27mm,,纸质硬盒,白色,,10,20,￥35元,,4902210483009,,,,,,,,,,,,,,日本
4346,传统烟,港澳台,红双喜(港),红双喜(南洋经典)??南洋红双喜,红双喜(港),烤烟型,11mg,,1.1mg,13mg,84mm,,,纸质软包,金色,红色,10,20,￥10元,￥100元,4891132530017,4891132530116,,,,,,,,,,,,,
4347,传统烟,大陆,王冠,王冠(古型),王冠,雪茄烟,,中,,,84mm,25mg,,纸质硬盒,黑色,棕色,10,16,￥50元,￥500元,6901028125758,6901028125666,,,,,,,,,,,,,
4352,传统烟,国外,MEVIUS(梅比乌斯),七星(风蓝)中版MEVIUS WIND BLUE (China)??梅比乌斯??MILD SEVEN,MEVIUS(梅比乌斯),混合型,4mg,,0.4mg,5mg,84mm,27mm,,纸质硬盒,蓝色,,,20,￥25元,￥250元,4902210482705,,,,,,,,,,,,,,日本
4353,传统烟,国外,KENT,KENT(HD8)??建牌(HD8) 健牌(HD8)??健牌 箭牌 肯特,KENT,混合型,8mg,,0.7mg,10mg,84mm,,,纸质硬盒,白色,金色,,20,￥23元,￥230元,8888075011037,,,,,,,,,,,,,,
4354,传统烟,大陆,泰山,泰山(雪豹双十支),泰山,雪茄烟,11mg,,1.0mg,14mg,94mm,30mg,,纸质硬盒,金色,红色,10,20,￥20元,￥200元,6901028154284,6901028154291,,,,,,,,,,,,,
4361,传统烟,大陆,双喜,双喜(硬红五叶神),双喜,烤烟型,11mg,,1.1mg,12mg,84mm,25mg,,纸质硬盒,红色,,,20,￥22元,,6901028005203,6901028005210,,,,,,,,,,,,,
4362,传统烟,大陆,长白山,长白山(桂花),长白山,烤烟型,10mg,,0.8mg,12mg,84mm,24mm,,纸质硬盒,白色,,10,20,￥8元,￥80元,6901028096331,6901028096348,,,,,,,,,,,,,
4363,传统烟,大陆,芙蓉王,芙蓉王(硬红带),芙蓉王,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质硬盒,红色,,,20,￥30元,,6901028201957,,,,,,,,,,,,,,
4364,传统烟,大陆,白沙,白沙(软珍品),白沙,烤烟型,10mg,,1.0mg,12mg,84mm,25mg,,纸质软包,蓝色,,,20,￥32元,,6901028204859,,,,,,,,,,,,,,
4366,传统烟,大陆,红双喜(沪),红双喜(江山精品)??小江山??红双喜,红双喜(沪),烤烟型,10mg,,0.8mg,12mg,84mm,,,纸质硬盒,橙色,黄色,10,20,￥10元,￥100元,6901028018364,,,,,,,,,,,,,,
4367,传统烟,港澳台,PEEL(百乐),百乐(双爆珠)??PEEL 百乐,PEEL(百乐),混合型,9mg,,0.7mg,,84mm,,,纸质硬盒,紫色,,,20,,,4895065173280,,,,,,,,,,,,,,
4368,传统烟,大陆,黄山,黄山(徽商新概念双中支),黄山,烤烟型,10mg,,0.9mg,9mg,88mm,30mg,20mg,纸质硬盒,黄色,蓝色,10,20,￥45元,￥450元,6901028088787,,,,,,,,,,,,,,
4385,传统烟,大陆,中华,中华(细支),中华,烤烟型,8mg,,0.7mg,6mg,97mm,30mg,,纸质硬盒,红色,金色,10,20,￥60元,￥600元,6901028212212,6901028212229,,,,,,,,,,,,,
4386,传统烟,大陆,七匹狼,七匹狼(1575金中支)??土楼1575金中支,七匹狼,烤烟型,8mg,,0.7mg,7mg,96mm,30mg,,纸质硬盒,金色,红色,10,20,￥40元,￥400元,6901028211734,6901028211741,,,,,,,,,,,,,
4388,传统烟,大陆,双喜,双喜(金01),双喜,烤烟型,10mg,,1.0mg,10mg,74mm,,,纸质硬盒,金色,红色,10,20,￥15元,￥150元,6901028004046,6901028004077,,,,,,,,,,,,,
4389,传统烟,大陆,芙蓉王,芙蓉王(硬红宝石),芙蓉王,烤烟型,10mg,,1.0mg,11mg,84mm,25mg,,纸质硬盒,红色,金色,10,20,￥32元,￥320元,6901028205627,6901028205634,,,,,,,,,,,,,
4390,传统烟,大陆,黄山,黄山(徽风皖韵)??黄山(风韵),黄山,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质硬盒,金色,红色,10,20,￥20元,￥200元,6901028208635,6901028208642,,,,,,,,,,,,,
4394,传统烟,大陆,七匹狼,七匹狼(星辰大海)??星辰大海双中支,七匹狼,烤烟型,10mg,,0.9mg,9mg,90mm,,,纸质硬盒,黑色,金色,10,20,￥40元,￥400元,6901028209229,6901028209236,,,,,,,,,,,,,
4408,传统烟,大陆,金桥,金桥(蓝牌),金桥,混合型,6mg,,0.6mg,6mg,90mm,30mg,,纸质硬盒,蓝色,金色,10,20,￥20元,￥200元,6901028209168,6901028209175,,,,,,,,,,,,,
4409,传统烟,大陆,黄金叶,黄金叶(浓香中支),黄金叶,烤烟型,10mg,,0.9mg,9mg,,,,纸质硬盒,蓝色,,,20,￥35元,￥350元,6901028161732,6901028161749,,,,,,,,,,,,,
4410,传统烟,大陆,延安,延安(千年帝都),延安,烤烟型,10mg,,1.0mg,10mg,89mm,30mg,20mg,纸质硬盒,黄色,,10,20,￥80元,￥800元,6901028936897,,,,,,,,,,,,,,
4411,传统烟,大陆,七匹狼,七匹狼(银中支),七匹狼,烤烟型,9mg,,0.8mg,7mg,90mm,30mg,,纸质硬盒,黑色,,10,20,￥23元,￥230元,6901028209106,6901028209113,,,,,,,,,,,,,
4412,传统烟,大陆,泰山,泰山(合悦),泰山,烤烟型,7mg,,0.7mg,6mg,97mm,,,纸质硬盒,蓝色,,10,20,￥28元,￥280元,6901028941068,6901028941105,,,,,,,,,,,,,
